CustomerKey;Prefix;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;AnnualIncome;TotalChildren;EducationLevel;Occupation;HomeOwner
11921;MR.;GILBERT;ZHU;1964-12-23;M;M;gilbert11@adventure-works.com;60000;4;Bachelors;Professional;Y
11922;MR.;JAMES;DAVIS;1968-08-20;S;M;james80@adventure-works.com;90000;4;Partial College;Skilled Manual;N
11923;MS.;SARAH;BRYANT;1979-10-23;M;F;sarah42@adventure-works.com;60000;0;Partial College;Skilled Manual;N
11924;MR.;IAN;LONG;1979-10-25;S;M;ian50@adventure-works.com;60000;0;Partial College;Skilled Manual;N
11925;MS.;ASHLEE;JAI;1978-11-06;S;F;ashlee18@adventure-works.com;40000;0;Partial College;Skilled Manual;Y
11926;MR.;EDUARDO;FOSTER;1978-03-18;S;M;eduardo60@adventure-works.com;40000;0;Partial College;Skilled Manual;N
11927;MS.;NICOLE;MURPHY;1978-07-24;S;F;nicole32@adventure-works.com;40000;0;Partial College;Skilled Manual;N
11929;MRS.;VIRGINIA;GONZALEZ;1946-02-12;S;F;virginia21@adventure-works.com;30000;2;Partial College;Clerical;Y
11930;MRS.;JACLYN;NARA;1947-05-04;M;F;jaclyn40@adventure-works.com;20000;4;High School;Skilled Manual;N
11931;MR.;MARCUS;ADAMS;1978-11-13;S;M;marcus34@adventure-works.com;70000;0;Partial College;Skilled Manual;Y
11932;MS.;ELIZABETH;COLEMAN;1978-08-11;M;F;elizabeth35@adventure-works.com;70000;0;Partial College;Skilled Manual;N
11933;MR.;MATHEW;RUBIO;1977-03-04;S;M;mathew17@adventure-works.com;40000;0;Partial High School;Clerical;N
11934;MR.;JUSTIN;SHAN;1977-10-14;S;M;justin27@adventure-works.com;40000;0;Partial High School;Clerical;Y
11935;MS.;JESSICA;TAYLOR;1977-11-19;S;F;jessica56@adventure-works.com;30000;0;Partial College;Skilled Manual;Y
11936;MR.;HUNTER;CLARK;1977-04-11;M;M;hunter51@adventure-works.com;30000;0;Partial College;Skilled Manual;Y
11937;MR.;DEVIN;PEREZ;1977-06-05;M;M;devin35@adventure-works.com;30000;0;Partial College;Skilled Manual;N
11938;MR.;SETH;ALEXANDER;1977-09-21;M;M;seth67@adventure-works.com;60000;0;Partial College;Skilled Manual;Y
11939;MR.;KEVIN;WASHINGTON;1977-06-22;S;M;kevin16@adventure-works.com;60000;0;Partial College;Skilled Manual;N
11940;MR.;TYLER;MILLER;1977-07-12;M;M;tyler11@adventure-works.com;100000;3;Bachelors;Management;Y
11941;MR.;ADAM;ROBERTS;1976-11-26;S;M;adam34@adventure-works.com;60000;0;Partial College;Skilled Manual;Y
11942;MR.;GEORGE;GONZALEZ;1949-06-13;M;M;george25@adventure-works.com;20000;2;Partial High School;Clerical;Y
11943;MRS.;DAWN;HUANG;1949-02-27;M;F;dawn7@adventure-works.com;20000;2;Partial High School;Clerical;Y
11944;MRS.;RACHAEL;RODRIGUEZ;1950-10-15;S;F;rachael18@adventure-works.com;30000;3;Partial College;Clerical;N
11945;MR.;DENNIS;HUANG;1980-09-11;M;M;dennis7@adventure-works.com;20000;0;Partial College;Skilled Manual;N
11946;MRS.;BRANDY;SAUNDERS;1951-01-03;S;F;brandy6@adventure-works.com;30000;3;High School;Skilled Manual;Y
11947;MRS.;JENNY;ZHENG;1951-10-22;S;F;jenny21@adventure-works.com;30000;3;High School;Skilled Manual;N
11948;MRS.;TASHA;XU;1951-04-10;M;F;tasha5@adventure-works.com;30000;3;High School;Skilled Manual;Y
11949;MS.;JULIA;BROOKS;1980-11-05;S;F;julia63@adventure-works.com;70000;0;Partial College;Skilled Manual;Y
11950;MS.;JORDAN;CARTER;1979-09-10;M;F;jordan39@adventure-works.com;70000;0;Partial College;Skilled Manual;Y
11951;MRS.;LACEY;HUANG;1952-08-06;M;F;lacey18@adventure-works.com;40000;2;Partial College;Skilled Manual;Y
11952;MR.;DOROTHY;ROBINSON;1954-09-23;S;M;dorothy3@adventure-works.com;80000;2;Partial College;Skilled Manual;N
11953;MS.;COURTNEY;WRIGHT;1975-09-04;S;F;courtney16@adventure-works.com;40000;0;High School;Skilled Manual;N
11954;MR.;JOSEPH;GARCIA;1975-08-17;M;M;joseph23@adventure-works.com;60000;0;Partial College;Skilled Manual;Y
11955;MR.;GABRIEL;GREEN;1975-04-05;S;M;gabriel45@adventure-works.com;60000;0;Partial College;Skilled Manual;Y
11956;MS.;ALEXANDRIA;SANDBERG;1974-09-03;S;F;alexandria27@adventure-works.com;40000;0;High School;Skilled Manual;Y
11957;MS.;COURTNEY;HERNANDEZ;1973-08-12;S;F;courtney14@adventure-works.com;60000;0;Partial College;Skilled Manual;N
11958;MR.;DYLAN;LAL;1973-01-06;S;M;dylan28@adventure-works.com;70000;0;Partial College;Professional;Y
11959;MS.;ELIZABETH;DAVIS;1973-04-07;S;F;elizabeth9@adventure-works.com;70000;0;Partial College;Professional;N
11960;MS.;ANA;GRIFFIN;1973-07-03;S;F;ana19@adventure-works.com;70000;0;Partial College;Professional;N
11961;MS.;ANNE;ALVAREZ;1973-06-24;S;F;anne5@adventure-works.com;70000;0;Partial College;Professional;Y
11962;MS.;ALEXANDRA;ROBERTS;1976-11-28;S;F;alexandra47@adventure-works.com;60000;0;Partial College;Professional;N
11964;MR.;SHARON;SALAVARIA;1956-02-17;S;M;sharon4@adventure-works.com;70000;2;High School;Skilled Manual;N
11965;;KATIE;SHE;1956-10-19;S;F;katie3@adventure-works.com;70000;2;High School;Skilled Manual;Y
11966;MR.;RAFAEL;BLACK;1956-02-17;S;M;rafael44@adventure-works.com;70000;2;High School;Skilled Manual;Y
11967;MRS.;LATASHA;MUNOZ;1957-02-10;S;F;latasha7@adventure-works.com;80000;2;High School;Professional;Y
11968;MS.;KELSEY;BECKER;1958-10-21;S;F;kelsey19@adventure-works.com;130000;0;Graduate Degree;Management;N
11969;MR.;RANDY;XU;1958-07-25;S;M;randy14@adventure-works.com;130000;0;Graduate Degree;Management;N
11970;MS.;BAILEY;COLLINS;1973-11-16;S;F;bailey22@adventure-works.com;80000;0;Bachelors;Management;N
11971;MS.;AMANDA;ADAMS;1973-09-03;S;F;amanda58@adventure-works.com;80000;0;Bachelors;Management;N
11972;MS.;KATHERINE;WILLIAMS;1974-03-23;M;F;katherine73@adventure-works.com;60000;0;Partial College;Professional;N
11973;MS.;CAROLINE;BARNES;1974-02-03;S;F;caroline5@adventure-works.com;60000;0;Partial College;Professional;N
11974;MR.;RANDY;SUN;1974-02-07;S;M;randy15@adventure-works.com;60000;0;Partial College;Professional;N
11975;MS.;DESTINY;GARCIA;1974-10-04;S;F;destiny16@adventure-works.com;60000;0;High School;Professional;N
11976;MRS.;AUDREY;RAMOS;1959-05-26;S;F;audrey19@adventure-works.com;120000;1;Bachelors;Management;N
11977;MS.;BONNIE;JAI;1959-05-23;M;F;bonnie17@adventure-works.com;130000;0;Graduate Degree;Management;Y
11978;MR.;JACKSON;WASHINGTON;1966-10-22;M;M;jackson15@adventure-works.com;130000;0;Graduate Degree;Management;Y
11979;MR.;CHRISTOPHER;JOHNSON;1957-05-08;M;M;christopher25@adventure-works.com;80000;2;Partial High School;Skilled Manual;N
11980;MRS.;KIMBERLY;RICHARDSON;1957-12-18;S;F;kimberly13@adventure-works.com;60000;2;High School;Professional;N
11981;MRS.;ALEXANDRIA;HOWARD;1957-02-03;S;F;alexandria33@adventure-works.com;60000;2;High School;Professional;N
11982;MRS.;ALEXANDRA;FOSTER;1957-04-04;S;F;alexandra37@adventure-works.com;60000;2;High School;Professional;Y
11983;MRS.;CHERYL;ORTEGA;1957-02-27;M;F;cheryl24@adventure-works.com;70000;3;Partial College;Professional;Y
11984;MR.;ALEX;CAMPBELL;1957-06-06;M;M;alex35@adventure-works.com;80000;2;Bachelors;Management;Y
11985;MRS.;MELANIE;HUGHES;1957-11-18;M;F;melanie27@adventure-works.com;80000;2;Bachelors;Management;N
11986;MR.;MAX;ALVAREZ;1963-07-24;S;M;max5@adventure-works.com;70000;0;Bachelors;Professional;Y
11987;MRS.;DIANE;VAZQUEZ;1967-11-27;M;F;diane19@adventure-works.com;90000;4;Bachelors;Professional;Y
11988;MRS.;KATHRYN;CHAPMAN;1962-08-20;S;F;kathryn14@adventure-works.com;70000;1;Partial College;Skilled Manual;Y
11989;MRS.;KARA;ANAND;1962-03-28;S;F;kara20@adventure-works.com;70000;1;Partial College;Skilled Manual;Y
11990;MRS.;JOANNA;VAZQUEZ;1962-07-15;S;F;joanna13@adventure-works.com;70000;1;Partial College;Skilled Manual;Y
11991;MR.;FREDERICK;MARTINEZ;1962-08-10;M;M;frederick14@adventure-works.com;60000;1;Bachelors;Professional;Y
11992;MRS.;TONYA;CHANDE;1961-06-13;S;F;tonya14@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11993;MRS.;ROSA;WANG;1961-03-19;S;F;rosa1@adventure-works.com;60000;1;Partial College;Skilled Manual;N
11994;MS.;LEAH;HU;1966-10-22;S;F;leah16@adventure-works.com;110000;0;Graduate Degree;Management;N
11995;MR.;KELVIN;CARSON;1960-06-14;M;M;kelvin11@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11996;MRS.;VERONICA;SRINI;1960-08-02;S;F;veronica9@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11997;MRS.;KRISTINA;KAPOOR;1960-04-07;M;F;kristina1@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11998;MRS.;DONNA;SHARMA;1960-08-10;M;F;donna9@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11999;MR.;JOHNNY;SHAN;1960-06-05;M;M;johnny11@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
12000;MS.;ASHLEY;RUSSELL;1965-03-12;S;F;ashley47@adventure-works.com;70000;0;Bachelors;Professional;N
12001;MRS.;SHANNON;YANG;1965-07-06;S;F;shannon5@adventure-works.com;80000;5;Bachelors;Professional;Y
12002;MS.;ADRIANA;LOPEZ;1964-02-06;S;F;adriana17@adventure-works.com;70000;0;Bachelors;Professional;Y
12003;MS.;AUDREY;MUNOZ;1963-03-11;S;F;audrey8@adventure-works.com;70000;0;Bachelors;Professional;Y
12004;MR.;JARROD;SURI;1963-12-20;S;M;jarrod0@adventure-works.com;70000;0;Bachelors;Professional;N
12005;MR.;GILBERT;SHEN;1962-07-17;M;M;gilbert23@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
12006;MR.;RICHARD;BLUE;1962-03-16;M;M;richard59@adventure-works.com;70000;5;Partial College;Skilled Manual;Y
12007;MRS.;SHANNON;SUN;1961-07-26;M;F;shannon12@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
12008;MRS.;SHARON;YUAN;1961-08-22;M;F;sharon13@adventure-works.com;70000;5;Partial College;Skilled Manual;Y
12009;MRS.;ANN;MARTINEZ;1957-08-03;S;F;ann22@adventure-works.com;80000;1;Partial College;Skilled Manual;Y
12010;MR.;MAX;SERRANO;1957-02-26;M;M;max16@adventure-works.com;80000;1;Partial College;Skilled Manual;Y
12011;MRS.;MORGAN;JOHNSON;1935-02-17;S;F;morgan24@adventure-works.com;30000;2;Partial College;Clerical;N
12012;MRS.;MONICA;SCHMIDT;1960-10-22;M;F;monica11@adventure-works.com;60000;3;Partial College;Skilled Manual;N
12013;MRS.;KAYLA;LEWIS;1953-03-07;S;F;kayla20@adventure-works.com;30000;2;Partial College;Clerical;Y
12014;MR.;DEVIN;SANDERS;1949-02-09;M;M;devin65@adventure-works.com;10000;2;High School;Skilled Manual;Y
12015;MR.;JACOB;WHITE;1976-07-09;S;M;jacob11@adventure-works.com;30000;0;High School;Skilled Manual;N
12016;MS.;MEREDITH;SERRANO;1975-12-13;S;F;meredith40@adventure-works.com;40000;0;High School;Skilled Manual;N
12017;MR.;DAVID;SIMMONS;1976-10-27;M;M;david48@adventure-works.com;40000;0;High School;Skilled Manual;Y
12018;MR.;DEVIN;HENDERSON;1980-08-02;M;M;devin43@adventure-works.com;30000;0;High School;Skilled Manual;Y
12019;MS.;GABRIELLE;COX;1980-11-13;S;F;gabrielle10@adventure-works.com;30000;0;High School;Skilled Manual;N
12020;MS.;OLIVIA;ROGERS;1979-09-14;M;F;olivia27@adventure-works.com;30000;0;High School;Skilled Manual;Y
